PID,-7,0,-0.05
-0.29006349321482494,1.522833339377831,323,0.248,0.24741278588076265,-0.0016099087661132216,-0.0016099087661132216,False
-0.38640440874239185,2.0501342533322875,324,0.247,0.24677654672300195,-0.0021378896199166775,-0.0021378896199166775,False
-0.28980522876423664,1.5139873036542402,323,0.247,0.2446298693849965,-0.001603417214937508,-0.001603417214937508,False
-0.2890205516253775,1.5172753256692628,323,0.244,0.24178006288529072,-0.0015839425614103675,-0.0015839425614103675,False
-0.3846495652406171,2.040881164596337,324,0.242,0.2404635004069017,-0.0020946126896888018,-0.0020946126896888018,False
-0.38393175040447575,2.0155701889410405,324,0.24,0.23689863829099725,-0.0020773017313331366,-0.0020773017313331366,False
-0.3832046379270835,2.0116410628556403,324,0.238,0.23648923881724915,-0.002059991005808115,-0.002059991005808115,False
-0.38246799566844053,2.007824722820841,324,0.236,0.23474841429558702,-0.00204268004745245,-0.00204268004745245,False
-0.4771481267242758,2.5237997607042013,325,0.234,0.23218134412663016,-0.0025317114777863026,-0.0025317114777863026,False
-0.47620289694066675,2.499953347289989,325,0.232,0.2300886211040142,-0.002510072896257043,-0.002510072896257043,False
-0.38058363111556714,1.9862136475101508,324,0.231,0.2302151598307094,-0.001999403117224574,-0.001999403117224574,False
-0.3801992066435667,1.9959913879698796,324,0.23,0.22913166675819252,-0.0019907476380467415,-0.0019907476380467415,False
-0.2851512138307862,1.452774111752962,323,0.23,0.22951145945522608,-0.0014930606121197343,-0.0014930606121197343,False
-0.2848609723897204,1.4954810915508907,323,0.229,0.2282746535489723,-0.0014865690609440207,-0.0014865690609440207,False
-0.28456878300080585,1.493964747031308,323,0.228,0.22709698205424064,-0.0014800775097683072,-0.0014800775097683072,False
-0.3794226174894547,2.0130841580233287,324,0.228,0.22773509547609394,-0.0019734366796910763,-0.0019734366796910763,False
-0.3790304006839772,1.9898501020909545,324,0.227,0.2264379757261672,-0.0019647812005132437,-0.0019647812005132437,False
-0.3790304006839772,1.9899096035908805,324,0.227,0.2258907863524582,-0.0019647812005132437,-0.0019647812005132437,False
-0.28397845887427947,1.4769326960685287,323,0.226,0.22554085010189373,-0.0014670942910015583,-0.0014670942910015583,False
-0.2836803064388357,1.4892505313751543,323,0.225,0.22452036317185947,-0.0014606027398258448,-0.0014606027398258448,False
-0.2836803064388357,1.4893216088038874,323,0.225,0.2246279327412957,-0.0014606027398258448,-0.0014606027398258448,False
-0.28338013406006096,1.4877146168293727,323,0.224,0.22304730489639119,-0.001454111305065453,-0.001454111305065453,False
-0.28307788160156283,1.4860577900762668,323,0.223,0.2227326040446247,-0.0014476196374744177,-0.0014476196374744177,False
-0.28307788160156283,1.486158878408205,323,0.223,0.22218733116004907,-0.0014476196374744177,-0.0014476196374744177,False
-0.28277358174292755,1.4845126931038488,323,0.222,0.2213972200567038,-0.0014411280862987041,-0.0014411280862987041,False
-0.28277358174292755,1.4845613041503696,323,0.222,0.22148569157940726,-0.0014411280862987041,-0.0014411280862987041,False
-0.2824671904559794,1.4829132184303935,323,0.221,0.22053301186729785,-0.0014346365351229906,-0.0014346365351229906,False
-0.2824671904559794,1.482952749893892,323,0.221,0.22057683005569068,-0.0014346365351229906,-0.0014346365351229906,False
-0.37620921609298374,1.9837559184059839,324,0.22,0.21927381847364635,-0.0019041933119297028,-0.0019041933119297028,False
-0.37620921609298374,1.9750983844881649,324,0.22,0.2194220546080452,-0.0019041933119297028,-0.0019041933119297028,False
-0.3757950227107318,1.9728230649814689,324,0.219,0.2185827449490311,-0.0018955378327518702,-0.0018955378327518702,False
-0.28184802367565576,1.4671036857119661,323,0.219,0.21847578407456666,-0.0014216533163562417,-0.0014216533163562417,False
-0.2815352270066471,1.4779071389519878,323,0.218,0.21782793797830788,-0.0014151617651805282,-0.0014151617651805282,False
-0.2815352270066471,1.4780599417848974,323,0.218,0.21760075230985912,-0.0014151617651805282,-0.0014151617651805282,False
-0.2812202505484797,1.4763648632717654,323,0.217,0.21641619474863757,-0.0014086702140048146,-0.0014086702140048146,False
-0.2812202505484797,1.4764063153795186,323,0.217,0.21672658923996777,-0.0014086702140048146,-0.0014086702140048146,False
-0.3745350906722443,1.983072939694688,324,0.216,0.21559492238559474,-0.001869571628049016,-0.001869571628049016,False
-0.3745350906722443,1.9663092260292823,324,0.216,0.21565410626927817,-0.001869571628049016,-0.001869571628049016,False
-0.3745350906722443,1.9663092260292823,324,0.216,0.21544967748080077,-0.001869571628049016,-0.001869571628049016,False
-0.3741092331635747,1.9640084108841431,324,0.215,0.2146367529024757,-0.0018609162652865052,-0.0018609162652865052,False
-0.3741092331635747,1.9640734741087673,324,0.215,0.21443620201862695,-0.0018609162652865052,-0.0018609162652865052,False
-0.37368035312523956,1.9617457286746423,324,0.214,0.2136199730136951,-0.0018522607861086726,-0.0018522607861086726,False
-0.37368035312523956,1.9618218539075074,324,0.214,0.21357302933957376,-0.0018522607861086726,-0.0018522607861086726,False
-0.37324844208410174,1.9594830528507978,324,0.213,0.21252687157439976,-0.00184360530693084,-0.00184360530693084,False
-0.37324844208410174,1.959554320941534,324,0.213,0.21270309080154912,-0.00184360530693084,-0.00184360530693084,False
-0.37324844208410174,1.959554320941534,324,0.213,0.21250794124514566,-0.00184360530693084,-0.00184360530693084,False
-0.37281349144684184,1.9571961947731156,324,0.212,0.21165732430184833,-0.0018349499441683292,-0.0018349499441683292,False
-0.37281349144684184,1.95727083009592,324,0.212,0.21148814870774835,-0.0018349499441683292,-0.0018349499441683292,False
